State,"County, State",2017 Food Insecurity Rate,lat,lng
IN,"Clinton County, Indiana",0.1,40.3376924,-86.49965460000001
IN,"Crawford County, Indiana",0.13,38.3054548,-86.4592091
IN,"Daviess County, Indiana",0.113,38.7020241,-87.14228949999999
IN,"Dearborn County, Indiana",0.10800000000000001,39.1713075,-84.981754
IN,"Decatur County, Indiana",0.115,39.3176186,-85.52002399999999
IN,"DeKalb County, Indiana",0.11,41.4138928,-85.02334599999999
IN,"Delaware County, Indiana",0.161,40.2583533,-85.39627689999999
IN,"Dubois County, Indiana",0.095,38.357918,-86.8220341
IN,"Elkhart County, Indiana",0.107,41.6062253,-85.84862360000001
IN,"Fayette County, Indiana",0.15,39.5920377,-85.14793639999999
IN,"Floyd County, Indiana",0.11599999999999999,38.2869276,-85.8895551
IN,"Fountain County, Indiana",0.12,40.22271970000001,-87.3347575
IN,"Franklin County, Indiana",0.105,39.4233977,-85.0649071
IN,"Fulton County, Indiana",0.114,41.0204161,-86.2970998
IN,"Gibson County, Indiana",0.11,38.3338249,-87.5791287
IN,"Grant County, Indiana",0.149,40.4730605,-85.684578
IN,"Greene County, Indiana",0.121,39.0321796,-86.9824288
IN,"Hamilton County, Indiana",0.08199999999999999,40.0372797,-86.05296039999999
IN,"Hancock County, Indiana",0.095,39.8249915,-85.84862360000001
IN,"Harrison County, Indiana",0.11,38.1701136,-86.17517590000001
IN,"Hendricks County, Indiana",0.09,39.8064942,-86.5400674
IN,"Henry County, Indiana",0.132,39.9704844,-85.35496499999999
IN,"Howard County, Indiana",0.141,40.4482767,-86.1344697
IN,"Huntington County, Indiana",0.114,40.7911217,-85.52002399999999
IN,"Jackson County, Indiana",0.11800000000000001,38.8794321,-86.05296039999999
IN,"Jasper County, Indiana",0.10400000000000001,41.0040981,-87.14228949999999
IN,"Jay County, Indiana",0.131,40.4465288,-85.02334599999999
IN,"Jefferson County, Indiana",0.124,38.7751543,-85.47880649999999
IN,"Jennings County, Indiana",0.12300000000000001,38.9914998,-85.684578
IN,"Johnson County, Indiana",0.105,39.4637793,-86.1344697
IN,"Knox County, Indiana",0.138,38.6665815,-87.42075179999999
IN,"Kosciusko County, Indiana",0.1,41.2864679,-85.84862360000001
IN,"LaGrange County, Indiana",0.092,41.62887020000001,-85.39627689999999
IN,"Lake County, Indiana",0.14300000000000002,41.4897279,-87.30161319999999
IN,"LaPorte County, Indiana",0.142,41.4775131,-86.8220341
IN,"Lawrence County, Indiana",0.11599999999999999,38.8518863,-86.49965460000001
IN,"Madison County, Indiana",0.14400000000000002,40.1469349,-85.684578
IN,"Marion County, Indiana",0.174,39.83618999999999,-86.17517590000001
IN,"Marshall County, Indiana",0.1,41.303028,-86.3376761
IN,"Martin County, Indiana",0.114,38.6937856,-86.8220341
IN,"Miami County, Indiana",0.136,40.77009899999999,-86.05296039999999
IN,"Monroe County, Indiana",0.168,39.1851445,-86.49965460000001
IN,"Montgomery County, Indiana",0.107,40.019879,-86.8220341
IN,"Morgan County, Indiana",0.11199999999999999,39.51168089999999,-86.3376761
IN,"Newton County, Indiana",0.121,40.9703076,-87.42075179999999
IN,"Noble County, Indiana",0.094,41.4277391,-85.35496499999999
IN,"Ohio County, Indiana",0.095,38.9417259,-84.9609464
IN,"Orange County, Indiana",0.128,38.5169004,-86.49965460000001
IN,"Owen County, Indiana",0.127,39.3603429,-86.8220341
IN,"Parke County, Indiana",0.125,39.69929459999999,-87.14228949999999
IN,"Perry County, Indiana",0.125,38.0159043,-86.6611083
IN,"Pike County, Indiana",0.107,38.4110583,-87.2618328
IN,"Porter County, Indiana",0.10400000000000001,41.5248577,-87.10237459999999
IN,"Posey County, Indiana",0.1,38.0020359,-87.89424509999999
IN,"Pulaski County, Indiana",0.11699999999999999,40.9957383,-86.8220341
IN,"Putnam County, Indiana",0.11699999999999999,39.690997,-86.8220341
IN,"Randolph County, Indiana",0.13,40.12045320000001,-85.02334599999999
IN,"Ripley County, Indiana",0.11,39.0986811,-85.2308414
IN,"Rush County, Indiana",0.133,39.6481768,-85.52002399999999
IN,"St. Joseph County, Indiana",0.141,41.6228085,-86.3376761
IN,"Scott County, Indiana",0.121,38.7008005,-85.7256372
IN,"Shelby County, Indiana",0.10800000000000001,39.4952877,-85.84862360000001
IN,"Spencer County, Indiana",0.10099999999999999,37.9832621,-87.0224442
IN,"Starke County, Indiana",0.126,41.2715616,-86.6207943
IN,"Steuben County, Indiana",0.102,41.6115471,-84.981754
IN,"Sullivan County, Indiana",0.13699999999999998,39.08431220000001,-87.42075179999999
IN,"Switzerland County, Indiana",0.14400000000000002,38.8419394,-85.0649071
IN,"Tippecanoe County, Indiana",0.15,40.34697310000001,-86.8220341
IN,"Tipton County, Indiana",0.10099999999999999,40.2825661,-86.05296039999999
IN,"Union County, Indiana",0.109,39.6637751,-84.8984775
IN,"Vanderburgh County, Indiana",0.15,38.0806099,-87.5791287
IN,"Vermillion County, Indiana",0.131,39.8512139,-87.48020679999999
IN,"Vigo County, Indiana",0.161,39.4165382,-87.42075179999999
IN,"Wabash County, Indiana",0.11900000000000001,40.8033875,-85.84862360000001
IN,"Warren County, Indiana",0.1,40.319245,-87.3413599
IN,"Warrick County, Indiana",0.096,38.0736703,-87.2618328
IN,"Washington County, Indiana",0.121,38.6744747,-86.17517590000001
IN,"Wayne County, Indiana",0.146,39.831882,-84.981754
IN,"Wells County, Indiana",0.10400000000000001,40.7778348,-85.1894045
IN,"White County, Indiana",0.09699999999999999,40.6765551,-86.9824288
IN,"Whitley County, Indiana",0.10099999999999999,41.1136133,-85.52002399999999
IA,"Adair County, Iowa",0.102,41.2741733,-94.479976
IA,"Adams County, Iowa",0.10300000000000001,41.0652066,-94.6863782
IA,"Allamakee County, Iowa",0.107,43.2430754,-91.44346900000001
IA,"Appanoose County, Iowa",0.129,40.6806102,-92.8577105
IA,"Audubon County, Iowa",0.10800000000000001,41.7326826,-94.976654
IA,"Benton County, Iowa",0.095,42.1387249,-92.0665197
IA,"Black Hawk County, Iowa",0.138,42.447804,-92.38136209999999
IA,"Boone County, Iowa",0.09699999999999999,42.0881747,-93.9878427
IA,"Bremer County, Iowa",0.09,42.76108199999999,-92.38136209999999
IA,"Buchanan County, Iowa",0.095,42.4566006,-91.9099238
IA,"Buena Vista County, Iowa",0.08800000000000001,42.6705452,-95.1432068
IA,"Butler County, Iowa",0.10300000000000001,42.7502186,-92.8577105
IA,"Calhoun County, Iowa",0.12,42.3785903,-94.645035
IA,"Carroll County, Iowa",0.10099999999999999,42.0566912,-94.81059549999999
IA,"Cass County, Iowa",0.126,41.2538068,-94.976654
IA,"Cedar County, Iowa",0.087,41.8346154,-91.13530200000001
IA,"Cerro Gordo County, Iowa",0.111,43.1543186,-93.20296750000001
IA,"Cherokee County, Iowa",0.10300000000000001,42.8027756,-95.6457951
IA,"Chickasaw County, Iowa",0.1,43.0724667,-92.38136209999999
IA,"Clarke County, Iowa",0.109,41.01778360000001,-93.7841503
IA,"Clay County, Iowa",0.11800000000000001,43.1368038,-95.1432068
IA,"Clayton County, Iowa",0.111,42.7785285,-91.28910359999999
IA,"Clinton County, Iowa",0.121,41.878563,-90.563609
IA,"Crawford County, Iowa",0.098,42.034686,-95.3102505
IA,"Dallas County, Iowa",0.076,41.6120022,-93.9878427
IA,"Davis County, Iowa",0.11,40.6913838,-92.38136209999999
IA,"Decatur County, Iowa",0.136,40.8146492,-93.8248241
IA,"Delaware County, Iowa",0.09300000000000001,42.4634009,-91.44346900000001
IA,"Des Moines County, Iowa",0.134,40.9123374,-91.17369939999999
IA,"Dickinson County, Iowa",0.1,43.4049388,-95.18492189999999
IA,"Dubuque County, Iowa",0.11199999999999999,42.4694679,-90.8294002
IA,"Emmet County, Iowa",0.10400000000000001,43.34943,-94.6863782
IA,"Fayette County, Iowa",0.11599999999999999,42.9258199,-91.9099238
IA,"Floyd County, Iowa",0.12300000000000001,43.0615947,-92.8577105
IA,"Franklin County, Iowa",0.106,42.7372361,-93.33889169999999
IA,"Fremont County, Iowa",0.10300000000000001,40.7400403,-95.6457951
IA,"Greene County, Iowa",0.102,42.0700527,-94.479976
IA,"Grundy County, Iowa",0.087,42.4369506,-92.8577105
IA,"Guthrie County, Iowa",0.099,41.7530909,-94.479976
IA,"Hamilton County, Iowa",0.10099999999999999,42.4141275,-93.66232389999999
IA,"Hancock County, Iowa",0.094,43.0387322,-93.66232389999999
IA,"Hardin County, Iowa",0.098,42.4285425,-93.17796589999999
IA,"Harrison County, Iowa",0.10099999999999999,41.6933855,-95.81428849999999
IA,"Henry County, Iowa",0.11199999999999999,41.0283603,-91.5983959
IA,"Howard County, Iowa",0.105,43.3819496,-92.38136209999999
IA,"Humboldt County, Iowa",0.111,42.7482597,-94.19234000000002
IA,"Ida County, Iowa",0.10099999999999999,42.3418685,-95.4777811
IA,"Iowa County, Iowa",0.098,41.6624604,-92.0665197
IA,"Jackson County, Iowa",0.111,42.1560699,-90.52578229999999
IA,"Jasper County, Iowa",0.10400000000000001,41.6414924,-93.0175712
IA,"Jefferson County, Iowa",0.131,41.0236358,-91.9099238
IA,"Johnson County, Iowa",0.134,41.6698982,-91.5983959
IA,"Jones County, Iowa",0.106,42.1516737,-91.13530200000001
IA,"Keokuk County, Iowa",0.11,41.3397063,-92.2236667
IA,"Kossuth County, Iowa",0.09699999999999999,43.25133839999999,-94.2333355
IA,"Lee County, Iowa",0.135,40.70686630000001,-91.44346900000001
IA,"Linn County, Iowa",0.10800000000000001,42.0659844,-91.67606909999999
IA,"Louisa County, Iowa",0.086,41.19330009999999,-91.28910359999999
IA,"Lucas County, Iowa",0.105,40.9912021,-93.33889169999999
IA,"Lyon County, Iowa",0.073,43.3954333,-96.15269850000001
IA,"Madison County, Iowa",0.098,41.2922367,-93.9878427
IA,"Mahaska County, Iowa",0.122,41.32958800000001,-92.6983868
IA,"Marion County, Iowa",0.10300000000000001,41.3173818,-93.17796589999999
IA,"Marshall County, Iowa",0.094,42.0407088,-92.9375739
IA,"Mills County, Iowa",0.09300000000000001,41.0624496,-95.6457951
IA,"Mitchell County, Iowa",0.08900000000000001,43.37107020000001,-92.8577105
IA,"Monona County, Iowa",0.128,42.001594,-95.9832577
IA,"Monroe County, Iowa",0.109,41.0040981,-92.8577105
IA,"Montgomery County, Iowa",0.128,41.0438839,-95.18492189999999
IA,"Muscatine County, Iowa",0.08900000000000001,41.5156913,-91.13530200000001
IA,"O'Brien County, Iowa",0.099,43.1131245,-95.6457951
IA,"Osceola County, Iowa",0.095,43.3851953,-95.6037465
IA,"Page County, Iowa",0.121,40.7635099,-95.1432068
IA,"Palo Alto County, Iowa",0.09699999999999999,43.1580878,-94.645035
IA,"Plymouth County, Iowa",0.09,42.776665,-96.15269850000001
IA,"Pocahontas County, Iowa",0.11,42.6918039,-94.645035
IA,"Polk County, Iowa",0.11199999999999999,41.6278423,-93.5003454
IA,"Pottawattamie County, Iowa",0.105,41.3911501,-95.4777811
IA,"Poweshiek County, Iowa",0.11199999999999999,41.6530119,-92.539603
IA,"Ringgold County, Iowa",0.106,40.7973811,-94.315422
IA,"Sac County, Iowa",0.098,42.3573517,-95.1432068
IA,"Scott County, Iowa",0.12,41.6393199,-90.6393702
IA,"Shelby County, Iowa",0.09300000000000001,41.7177667,-95.3102505
IA,"Sioux County, Iowa",0.07400000000000001,43.08699360000001,-96.15269850000001
IA,"Story County, Iowa",0.149,42.1040438,-93.5003454
IA,"Tama County, Iowa",0.098,42.1292592,-92.539603
IA,"Taylor County, Iowa",0.095,40.7846069,-94.645035
IA,"Union County, Iowa",0.11800000000000001,41.0006855,-94.27436279999999
IA,"Van Buren County, Iowa",0.109,40.7001158,-91.9099238
IA,"Wapello County, Iowa",0.126,41.0148894,-92.38136209999999
IA,"Warren County, Iowa",0.086,41.30805489999999,-93.5003454
IA,"Washington County, Iowa",0.09699999999999999,41.3477966,-91.7538817
IA,"Wayne County, Iowa",0.12,40.6677356,-93.33889169999999
IA,"Webster County, Iowa",0.134,42.3974963,-94.15137639999999
IA,"Winnebago County, Iowa",0.105,43.3481922,-93.66232389999999
IA,"Winneshiek County, Iowa",0.095,43.2362611,-91.9099238
IA,"Woodbury County, Iowa",0.106,42.3166158,-95.9832577
IA,"Worth County, Iowa",0.1,43.3580686,-93.33889169999999
IA,"Wright County, Iowa",0.10300000000000001,42.7273744,-93.66232389999999
KS,"Allen County, Kansas",0.14300000000000002,37.9435853,-95.3102505
KS,"Anderson County, Kansas",0.139,38.2809328,-95.3102505
KS,"Atchison County, Kansas",0.161,39.5701137,-95.35208759999999
KS,"Barber County, Kansas",0.135,37.2299788,-98.7481167
KS,"Barton County, Kansas",0.125,38.3613844,-98.7651482
KS,"Bourbon County, Kansas",0.154,37.7957092,-94.81059549999999
KS,"Brown County, Kansas",0.13,39.770047,-95.4777811
KS,"Butler County, Kansas",0.12,37.8649441,-96.83509989999999
KS,"Chase County, Kansas",0.12,38.3007661,-96.57833869999999
KS,"Chautauqua County, Kansas",0.136,37.1738044,-96.2800864
KS,"Cherokee County, Kansas",0.134,37.1142482,-94.81059549999999
KS,"Cheyenne County, Kansas",0.10800000000000001,39.7877848,-101.7979613
KS,"Clark County, Kansas",0.10800000000000001,37.3158895,-99.8124935
KS,"Clay County, Kansas",0.115,39.34791999999999,-97.179026
KS,"Cloud County, Kansas",0.131,39.4795571,-97.69822719999999
KS,"Coffey County, Kansas",0.129,38.2570639,-95.81428849999999
KS,"Comanche County, Kansas",0.096,37.1894543,-99.2785583
KS,"Cowley County, Kansas",0.13699999999999998,37.2660235,-96.9209135
KS,"Crawford County, Kansas",0.166,37.45579900000001,-94.81059549999999
KS,"Decatur County, Kansas",0.142,39.74803680000001,-100.5296115
KS,"Dickinson County, Kansas",0.126,38.85059770000001,-97.179026
KS,"Doniphan County, Kansas",0.135,39.8245628,-95.18492189999999
KS,"Douglas County, Kansas",0.159,38.9107835,-95.26844369999999
KS,"Edwards County, Kansas",0.091,37.865958,-99.2785583
KS,"Elk County, Kansas",0.127,37.3936365,-96.15269850000001
KS,"Ellis County, Kansas",0.14,38.8683549,-99.2785583
KS,"Ellsworth County, Kansas",0.11900000000000001,38.615225,-98.2212979
KS,"Finney County, Kansas",0.076,38.0625252,-100.8903099
KS,"Ford County, Kansas",0.069,37.6540069,-99.8124935
KS,"Franklin County, Kansas",0.128,38.6165913,-95.3102505
KS,"Geary County, Kansas",0.174,38.9984685,-96.79223549999999
KS,"Gove County, Kansas",0.10800000000000001,38.9271279,-100.5296115
KS,"Graham County, Kansas",0.128,39.3198302,-99.8124935
KS,"Grant County, Kansas",0.048,37.5245985,-101.2523792
KS,"Gray County, Kansas",0.086,37.6840811,-100.439656
KS,"Greeley County, Kansas",0.09699999999999999,38.4738028,-101.7979613
KS,"Greenwood County, Kansas",0.132,37.9025905,-96.15269850000001
KS,"Hamilton County, Kansas",0.077,37.9741668,-101.7979613
KS,"Harper County, Kansas",0.134,37.1096002,-98.04651849999999
KS,"Harvey County, Kansas",0.11599999999999999,38.0025215,-97.35165579999999
KS,"Haskell County, Kansas",0.08,37.5588285,-100.8903099
KS,"Hodgeman County, Kansas",0.10400000000000001,38.1429747,-99.99122539999999
KS,"Jackson County, Kansas",0.115,39.4241422,-95.81428849999999
KS,"Jefferson County, Kansas",0.10800000000000001,39.2827652,-95.3102505
KS,"Jewell County, Kansas",0.127,39.7720227,-98.2212979
KS,"Johnson County, Kansas",0.102,38.845412,-94.8520636
KS,"Kearny County, Kansas",0.079,38.0281402,-101.2523792
KS,"Kingman County, Kansas",0.11,37.6071593,-98.2212979
KS,"Kiowa County, Kansas",0.113,37.52851649999999,-99.2785583
KS,"Labette County, Kansas",0.152,37.2639041,-95.3102505
KS,"Lane County, Kansas",0.111,38.4294888,-100.5296115
KS,"Leavenworth County, Kansas",0.125,39.1713075,-95.01824599999999
KS,"Lincoln County, Kansas",0.107,39.1135788,-98.2212979
KS,"Linn County, Kansas",0.15,38.1339574,-94.81059549999999
KS,"Logan County, Kansas",0.106,38.9504774,-101.1617356
KS,"Lyon County, Kansas",0.135,38.4078037,-96.15269850000001
KS,"McPherson County, Kansas",0.11,38.3164433,-97.69822719999999
KS,"Marion County, Kansas",0.11699999999999999,38.349424,-97.179026
KS,"Marshall County, Kansas",0.113,39.717719,-96.49297969999999
KS,"Meade County, Kansas",0.10099999999999999,37.2698449,-100.3497895
KS,"Miami County, Kansas",0.11,38.6381689,-94.81059549999999
KS,"Mitchell County, Kansas",0.132,39.443669,-98.2212979
KS,"Montgomery County, Kansas",0.154,37.240253,-95.81428849999999
KS,"Morris County, Kansas",0.11199999999999999,38.7144832,-96.663812
KS,"Morton County, Kansas",0.09699999999999999,37.1333387,-101.7979613
KS,"Nemaha County, Kansas",0.11699999999999999,39.7451077,-95.9832577
KS,"Neosho County, Kansas",0.16,37.6045688,-95.3102505
KS,"Ness County, Kansas",0.096,38.4769509,-99.99122539999999
KS,"Norton County, Kansas",0.114,39.7959566,-99.99122539999999
KS,"Osage County, Kansas",0.128,38.6009003,-95.6457951
KS,"Osborne County, Kansas",0.135,39.4051157,-98.7481167
KS,"Ottawa County, Kansas",0.11,39.14938360000001,-97.69822719999999
KS,"Pawnee County, Kansas",0.11599999999999999,38.2017581,-99.2785583
KS,"Phillips County, Kansas",0.11,39.766638,-99.3673084
KS,"Pottawatomie County, Kansas",0.106,39.3976344,-96.3226072
KS,"Pratt County, Kansas",0.11599999999999999,37.5691719,-98.7481167
KS,"Rawlins County, Kansas",0.105,39.8600904,-101.0711758
KS,"Reno County, Kansas",0.132,37.9569553,-98.04651849999999
KS,"Republic County, Kansas",0.12300000000000001,39.807989,-97.69822719999999
KS,"Rice County, Kansas",0.126,38.2808698,-98.2212979
KS,"Riley County, Kansas",0.175,39.3686475,-96.83509989999999
KS,"Rooks County, Kansas",0.122,39.3638509,-99.2785583
KS,"Rush County, Kansas",0.10800000000000001,38.5358968,-99.2785583
KS,"Russell County, Kansas",0.128,38.9094717,-98.7481167
KS,"Saline County, Kansas",0.124,38.8174853,-97.69822719999999
KS,"Scott County, Kansas",0.073,38.562531,-100.8903099
KS,"Sedgwick County, Kansas",0.138,37.6537367,-97.5247243
KS,"Seward County, Kansas",0.071,37.221014,-100.8903099
KS,"Shawnee County, Kansas",0.133,39.0928449,-95.81428849999999
KS,"Sheridan County, Kansas",0.094,39.3470831,-100.439656
KS,"Sherman County, Kansas",0.127,39.29821889999999,-101.7979613
KS,"Smith County, Kansas",0.125,39.7333849,-98.7481167
KS,"Stafford County, Kansas",0.107,38.0749046,-98.7481167
KS,"Stanton County, Kansas",0.069,37.6390381,-101.7979613
KS,"Stevens County, Kansas",0.086,37.186894,-101.2523792
KS,"Sumner County, Kansas",0.12300000000000001,37.2236052,-97.6114217
KS,"Thomas County, Kansas",0.114,39.3702882,-101.0711758
KS,"Trego County, Kansas",0.10400000000000001,38.9900316,-99.8124935
KS,"Wabaunsee County, Kansas",0.09699999999999999,38.9092089,-96.15269850000001
KS,"Wallace County, Kansas",0.107,38.9697127,-101.7979613
KS,"Washington County, Kansas",0.11199999999999999,39.8413319,-97.179026
KS,"Wichita County, Kansas",0.067,38.5102583,-101.4339148
KS,"Wilson County, Kansas",0.145,37.5808413,-95.81428849999999
KS,"Woodson County, Kansas",0.153,37.9197853,-95.81428849999999
KS,"Wyandotte County, Kansas",0.163,39.0986811,-94.7691586
KY,"Adair County, Kentucky",0.154,37.076403,-85.31362179999999
KY,"Allen County, Kentucky",0.14,36.7650471,-86.21584969999999
KY,"Anderson County, Kentucky",0.115,37.998648,-84.981754
KY,"Ballard County, Kentucky",0.151,37.0359869,-89.0179332
KY,"Barren County, Kentucky",0.156,36.9676836,-85.84862360000001
KY,"Bath County, Kentucky",0.168,38.1068164,-83.7199136
KY,"Bell County, Kentucky",0.218,36.741122,-83.63484299999999
KY,"Boone County, Kentucky",0.09699999999999999,38.9940572,-84.7315563
KY,"Bourbon County, Kentucky",0.139,38.2170752,-84.2278796
KY,"Boyd County, Kentucky",0.156,38.3833265,-82.6915429
KY,"Boyle County, Kentucky",0.14300000000000002,37.6526034,-84.8150781
KY,"Bracken County, Kentucky",0.15,38.7117016,-84.05902900000001
KY,"Breathitt County, Kentucky",0.205,37.5359616,-83.33618799999999
KY,"Breckinridge County, Kentucky",0.139,37.7982002,-86.4592091
KY,"Bullitt County, Kentucky",0.102,37.9842107,-85.684578
KY,"Butler County, Kentucky",0.14800000000000002,37.2086395,-86.7013894
KY,"Caldwell County, Kentucky",0.14300000000000002,37.1501019,-87.89424509999999
KY,"Calloway County, Kentucky",0.156,36.6402766,-88.28504199999999
KY,"Campbell County, Kentucky",0.124,38.8951891,-84.3962535
KY,"Carlisle County, Kentucky",0.141,36.8206685,-88.9796776
KY,"Carroll County, Kentucky",0.16,38.6748355,-85.0649071
KY,"Carter County, Kentucky",0.168,38.3204714,-83.03613759999999
KY,"Casey County, Kentucky",0.151,37.3157449,-84.8984775
KY,"Christian County, Kentucky",0.184,36.8410586,-87.460397
KY,"Clark County, Kentucky",0.135,37.959945,-84.14351359999999
KY,"Clay County, Kentucky",0.21600000000000003,37.1738044,-83.7199136
KY,"Clinton County, Kentucky",0.153,36.7263899,-85.14793639999999
KY,"Crittenden County, Kentucky",0.133,37.3673645,-88.0900762
KY,"Cumberland County, Kentucky",0.155,36.7776446,-85.35496499999999
KY,"Daviess County, Kentucky",0.135,37.7307984,-87.10237459999999
KY,"Edmonson County, Kentucky",0.14300000000000002,37.1941682,-86.21584969999999
KY,"Elliott County, Kentucky",0.209,38.1575088,-83.12200740000002
KY,"Estill County, Kentucky",0.179,37.6975384,-83.9744262
KY,"Fayette County, Kentucky",0.153,38.06064780000001,-84.4802606
KY,"Fleming County, Kentucky",0.15,38.3987633,-83.67739279999999
KY,"Floyd County, Kentucky",0.191,37.5455463,-82.7778579
KY,"Franklin County, Kentucky",0.136,38.2481018,-84.8984775
KY,"Fulton County, Kentucky",0.21,36.5630482,-89.1324866
KY,"Gallatin County, Kentucky",0.12,38.7295069,-84.87763919999999
KY,"Garrard County, Kentucky",0.13,37.6413234,-84.56414699999999
KY,"Grant County, Kentucky",0.149,38.6565245,-84.6479124
KY,"Graves County, Kentucky",0.14300000000000002,36.6887728,-88.7108964
KY,"Grayson County, Kentucky",0.165,37.4554962,-86.3782198
KY,"Green County, Kentucky",0.141,37.2570117,-85.56121
KY,"Greenup County, Kentucky",0.14400000000000002,38.5665695,-82.95015579999999
KY,"Hancock County, Kentucky",0.129,37.8280909,-86.761749
KY,"Hardin County, Kentucky",0.142,37.6565708,-86.0121573
KY,"Harlan County, Kentucky",0.214,36.8890304,-83.2077645
KY,"Harrison County, Kentucky",0.134,38.4333045,-84.3542049
KY,"Hart County, Kentucky",0.151,37.3101304,-85.84862360000001
KY,"Henderson County, Kentucky",0.155,37.7415161,-87.5791287
KY,"Henry County, Kentucky",0.136,38.4268385,-85.14793639999999
KY,"Hickman County, Kentucky",0.14400000000000002,36.6482184,-88.9796776
KY,"Hopkins County, Kentucky",0.14300000000000002,37.3153093,-87.5791287
KY,"Jackson County, Kentucky",0.19399999999999998,37.4023274,-84.01674229999999
KY,"Jefferson County, Kentucky",0.153,38.1938097,-85.64348700000001
KY,"Jessamine County, Kentucky",0.139,37.895573,-84.56414699999999
KY,"Johnson County, Kentucky",0.172,37.8048335,-82.8640623
KY,"Kenton County, Kentucky",0.125,38.9863872,-84.56414699999999
KY,"Knott County, Kentucky",0.191,37.3461117,-82.99316069999999
KY,"Knox County, Kentucky",0.20600000000000002,36.9260578,-83.8897057
KY,"Larue County, Kentucky",0.132,37.5189552,-85.7256372
KY,"Laurel County, Kentucky",0.163,37.0693489,-84.1857115
KY,"Lawrence County, Kentucky",0.17300000000000001,38.05267500000001,-82.7778579
KY,"Lee County, Kentucky",0.19699999999999998,37.599443,-83.7199136
KY,"Leslie County, Kentucky",0.205,37.0698286,-83.3789389
KY,"Letcher County, Kentucky",0.193,37.12535099999999,-82.8640623
KY,"Lewis County, Kentucky",0.18,38.5079686,-83.3789389
KY,"Lincoln County, Kentucky",0.158,37.4751264,-84.6479124
KY,"Livingston County, Kentucky",0.145,37.2431347,-88.362785
KY,"Logan County, Kentucky",0.14400000000000002,36.869834,-86.86218269999999
KY,"Lyon County, Kentucky",0.127,37.0247261,-88.0900762
KY,"McCracken County, Kentucky",0.156,37.03306070000001,-88.7108964
KY,"McCreary County, Kentucky",0.213,36.6973499,-84.4802606
KY,"McLean County, Kentucky",0.135,37.5644352,-87.2618328
KY,"Madison County, Kentucky",0.152,37.7143001,-84.3121264
KY,"Magoffin County, Kentucky",0.225,37.730555,-83.03613759999999
KY,"Marion County, Kentucky",0.141,37.585137,-85.2308414
KY,"Marshall County, Kentucky",0.11800000000000001,36.8573767,-88.4016041
KY,"Martin County, Kentucky",0.18600000000000003,37.7833756,-82.5185837
KY,"Mason County, Kentucky",0.156,38.6194103,-83.8897057
KY,"Meade County, Kentucky",0.125,37.9601502,-86.21584969999999
KY,"Menifee County, Kentucky",0.154,37.9335368,-83.63484299999999
KY,"Mercer County, Kentucky",0.135,37.8258603,-84.8984775
KY,"Metcalfe County, Kentucky",0.14400000000000002,37.0032438,-85.64348700000001
KY,"Monroe County, Kentucky",0.147,36.7484915,-85.7256372
KY,"Montgomery County, Kentucky",0.16399999999999998,38.0314578,-83.8897057
KY,"Morgan County, Kentucky",0.17300000000000001,37.9145713,-83.2934086
KY,"Muhlenberg County, Kentucky",0.153,37.17725009999999,-87.14228949999999
KY,"Nelson County, Kentucky",0.114,37.7647455,-85.47880649999999
KY,"Nicholas County, Kentucky",0.168,38.37676250000001,-84.05902900000001
KY,"Ohio County, Kentucky",0.14800000000000002,37.5108523,-86.8220341
KY,"Oldham County, Kentucky",0.076,38.3560025,-85.47880649999999
KY,"Owen County, Kentucky",0.129,38.4965261,-84.8150781
KY,"Owsley County, Kentucky",0.2,37.4294933,-83.7199136
KY,"Pendleton County, Kentucky",0.125,38.7283386,-84.3962535
KY,"Perry County, Kentucky",0.17800000000000002,37.3160706,-83.2077645
KY,"Pike County, Kentucky",0.17600000000000002,37.4842087,-82.4752757
KY,"Powell County, Kentucky",0.166,37.8380647,-83.8260884
KY,"Pulaski County, Kentucky",0.163,37.0853508,-84.5222189
KY,"Robertson County, Kentucky",0.175,38.5224338,-84.0378894
KY,"Rockcastle County, Kentucky",0.14800000000000002,37.3743065,-84.3121264
KY,"Rowan County, Kentucky",0.17600000000000002,38.177068,-83.46435509999999
KY,"Russell County, Kentucky",0.16399999999999998,36.9806476,-85.0649071
KY,"Scott County, Kentucky",0.113,38.3172361,-84.56414699999999
KY,"Shelby County, Kentucky",0.111,38.1778076,-85.2308414
KY,"Simpson County, Kentucky",0.15,36.7772014,-86.6207943
KY,"Spencer County, Kentucky",0.09300000000000001,38.0123167,-85.31362179999999
KY,"Taylor County, Kentucky",0.163,37.332884,-85.31362179999999
KY,"Todd County, Kentucky",0.145,36.8338638,-87.14228949999999
KY,"Trigg County, Kentucky",0.135,36.8473642,-87.77633329999999
KY,"Trimble County, Kentucky",0.122,38.6013284,-85.31362179999999
KY,"Union County, Kentucky",0.17300000000000001,37.6638744,-87.97268100000001
KY,"Warren County, Kentucky",0.14800000000000002,36.9886043,-86.49965460000001
KY,"Washington County, Kentucky",0.127,37.7516142,-85.14793639999999
KY,"Wayne County, Kentucky",0.165,36.7571907,-84.8567932
KY,"Webster County, Kentucky",0.147,37.4892188,-87.7369607
KY,"Whitley County, Kentucky",0.16399999999999998,36.726335,-84.1857115
KY,"Wolfe County, Kentucky",0.218,37.75508689999999,-83.46435509999999
KY,"Woodford County, Kentucky",0.115,38.0721662,-84.7315563
LA,"Acadia Parish, Louisiana",0.151,30.2297347,-92.38136209999999
